distance,quote_signal,weight,market_index,equip_Dry Van,equip_Flatbed,equip_Reefer,posted_rate
-1.1863608467697981,1.247117243672335,-0.0902502085838333,-1.0294227529552118,0.8727628245155238,-0.47058197350873393,-0.5790009008103387,645.41
-1.1778235454361348,1.3864036912856519,-1.7324880683931914,-0.9088617550713317,-1.1457866580821725,-0.47058197350873393,1.7271130297041912,679.97
-0.23142238307697918,-0.7941700992224096,0.04297873478618484,-0.7006935132377935,0.8727628245155238,-0.47058197350873393,-0.5790009008103387,1802.54
-0.23472714488355848,-0.6748505120515337,0.11968251027296857,-1.1019210116105,0.8727628245155238,-0.47058197350873393,-0.5790009008103387,1827.28
-0.8178799053362028,1.8659417403160765,0.4768814647457359,-0.8555761567286372,-1.1457866580821725,-0.47058197350873393,1.7271130297041912,1380.28
0.3587529962146464,-0.4795901755170134,-1.7997918713938497,-1.061568207264632,-1.1457866580821725,2.1250282762508754,-0.5790009008103387,2676.98
0.5049887061557815,-0.8837060949355448,-1.537344639581227,-1.0286766302246255,0.8727628245155238,-0.47058197350873393,-0.5790009008103387,2718.54
1.158092258181022,-1.0186954074629193,-0.27687099567504403,-0.8967372606993066,0.8727628245155238,-0.47058197350873393,-0.5790009008103387,3522.92
1.2280430497536177,-0.9782430668262856,0.4562015252762599,-0.9765723928720259,0.8727628245155238,-0.47058197350873393,-0.5790009008103387,3675.27
-0.5766322934559116,0.41302850578365125,0.41271098590711947,-0.8558870411997147,-1.1457866580821725,2.1250282762508754,-0.5790009008103387,1578.83
2.245496590954229,-1.2271064591311436,-0.34179347231255053,-1.1997252662115023,0.8727628245155238,-0.47058197350873393,-0.5790009008103387,4744.15
-0.8081033183250722,0.5912484790463289,-0.5815554371919905,-0.9391419025542869,-1.1457866580821725,2.1250282762508754,-0.5790009008103387,1207.88
-0.06990214978041447,0.2105815812605713,1.9546824725311394,-0.6864550044624416,0.8727628245155238,-0.47058197350873393,-0.5790009008103387,2277.79
0.012992292201283796,-0.4970380257366603,0.828064436827383,-0.8649648677551798,0.8727628245155238,-0.47058197350873393,-0.5790009008103387,2229.54
-1.3635786986476146,2.388599317277856,0.7641446239217299,-1.1189574806255504,0.8727628245155238,-0.47058197350873393,-0.5790009008103387,395.09
-0.7712001448182698,-0.13670843107316547,0.004250848143347959,-1.1871033566857532,0.8727628245155238,-0.47058197350873393,-0.5790009008103387,1165.8
0.8529525847068635,-0.2812922090079472,-0.9882609134250185,-0.955494425732967,-1.1457866580821725,-0.47058197350873393,1.7271130297041912,3444.74
0.7850672692633799,-0.6554393156288262,1.135631536573408,-0.8003630746652616,0.8727628245155238,-0.47058197350873393,-0.5790009008103387,3238.08
-0.6022441974569015,0.009171896240995002,0.033202763400614364,-0.7807151760931599,0.8727628245155238,-0.47058197350873393,-0.5790009008103387,1441.82
-1.415077903466809,2.447536747637641,0.1567810683515437,-1.1621082452111169,0.8727628245155238,-0.47058197350873393,-0.5790009008103387,305.7
-1.346504095980288,2.266945941224098,1.0128052294213685,-1.0261895544560053,0.8727628245155238,-0.47058197350873393,-0.5790009008103387,418.21
0.5825129102017885,-0.9239361699642851,-0.24503642218869914,-1.158501985346617,0.8727628245155238,-0.47058197350873393,-0.5790009008103387,2825.86
-1.2021961637596574,1.0700826869850892,-0.6082513590525868,-1.0966981524963972,0.8727628245155238,-0.47058197350873393,-0.5790009008103387,616.12
-0.9459394253411518,0.9791760533566104,0.39115371567227175,-0.9660644977496043,-1.1457866580821725,2.1250282762508754,-0.5790009008103387,1060.95
-0.845970380692127,0.7778404568729991,0.5361639578915671,-0.9812978368324048,-1.1457866580821725,2.1250282762508754,-0.5790009008103387,1176.88
-0.27768904836908964,-0.6213585890851426,0.40769766724785256,-1.2241607856381989,0.8727628245155238,-0.47058197350873393,-0.5790009008103387,1765.95
0.6871637007434673,-0.9762056320872609,-0.18487659827749622,-0.9213593108086503,0.8727628245155238,-0.47058197350873393,-0.5790009008103387,2952.29
-0.9493818855563386,1.2334849530548608,-0.564134154851038,-1.0352673810114703,-1.1457866580821725,2.1250282762508754,-0.5790009008103387,1056.36
-0.1851557177848685,-0.10162750929396075,1.2938017402732789,-0.9433699313609418,0.8727628245155238,-0.47058197350873393,-0.5790009008103387,2029.09
-0.5514334846807443,-0.6163946571755187,-1.194558976253852,-1.062873922043158,0.8727628245155238,-0.47058197350873393,-0.5790009008103387,1399.93
1.0307212302191102,-0.7569406099002333,-2.186068074090365,-1.2001605044710109,-1.1457866580821725,2.1250282762508754,-0.5790009008103387,3486.57
0.31950894976151684,-0.015573674771159082,1.1197142498302355,-1.007474309297136,-1.1457866580821725,2.1250282762508754,-0.5790009008103387,2772.52
-0.26295531864809024,-0.06199014255293719,1.939517183586857,-1.2811769976338243,0.8727628245155238,-0.47058197350873393,-0.5790009008103387,1904.87
-0.4080894413203658,-0.7799821445852019,-0.8412453437420164,-0.8826231057123852,0.8727628245155238,-0.47058197350873393,-0.5790009008103387,1549.61
0.16542443052975547,0.39098716633420216,-0.06643694495231547,-0.9420642165824158,-1.1457866580821725,-0.47058197350873393,1.7271130297041912,2719.33
-1.1040171984225298,1.4407105881476532,0.4016816848567323,-1.008593493393015,-1.1457866580821725,2.1250282762508754,-0.5790009008103387,796.1
0.33506886993416113,-1.0325499636882869,-1.221004232181485,-0.9071829789275129,0.8727628245155238,-0.47058197350873393,-0.5790009008103387,2472.76
1.7994914454746265,-0.22272522132798628,-0.0018904672142540054,-1.093527130891406,-1.1457866580821725,-0.47058197350873393,1.7271130297041912,4817.75
1.2192303516027394,-0.4074649857555426,0.17971700121768983,-1.2579850160914379,-1.1457866580821725,-0.47058197350873393,1.7271130297041912,3894.56
-1.3262624299149897,2.035345177798975,0.05074937870804855,-1.0719517485986232,0.8727628245155238,-0.47058197350873393,-0.5790009008103387,449.07
0.11888236842042996,-0.07499268061471193,-0.7609069122272643,-1.0003861433565675,-1.1457866580821725,2.1250282762508754,-0.5790009008103387,2502.44
